"Income","Race","Sex","Birth.Country"
114994,"White","Male","United-States"
88265,"White","Female","United-States"
168569,"White","Male","United-States"
175413,"Black","Female","Jamaica"
161226,"Amer-Indian-Eskimo","Male","United-States"
160995,"White","Female","United-States"
208598,"White","Male","United-States"
200471,"White","Male","United-States"
256609,"White","Male","Mexico"
176684,"White","Female","United-States"
206512,"White","Male","United-States"
212640,"White","Female","United-States"
148724,"Black","Male","United-States"
266510,"White","Male","United-States"
240252,"White","Male","United-States"
358975,"White","Female","United-States"
124242,"White","Female","United-States"
434710,"White","Female","United-States"
204338,"White","Male",""
241844,"White","Male","United-States"
191342,"Asian-Pac-Islander","Male","Cambodia"
221947,"White","Male","United-States"
111483,"White","Male","United-States"
65278,"White","Male","United-States"
133403,"White","Male","United-States"
166416,"White","Male","United-States"
142158,"White","Female","United-States"
221480,"White","Female","Ecuador"
189878,"White","Male","United-States"
278403,"White","Male","United-States"
184710,"White","Male","United-States"
177775,"White","Female","United-States"
275943,"White","Male","Nicaragua"
225473,"White","Female","United-States"
289403,"Black","Male","United-States"
269060,"White","Female","United-States"
449354,"White","Male","United-States"
214413,"White","Male","United-States"
80058,"White","Male","United-States"
202027,"White","Male","United-States"
123440,"White","Male","United-States"
191524,"White","Female","United-States"
308144,"White","Male","Mexico"
164204,"White","Male",""
205100,"White","Male","United-States"
195750,"White","Male","United-States"
149756,"White","Male","United-States"
240358,"White","Male","United-States"
241174,"White","Male","United-States"
356838,"White","Male","Canada"
115705,"White","Male","United-States"
137142,"White","Male","United-States"
296066,"White","Male","United-States"
401335,"Black","Female","United-States"
182771,"Asian-Pac-Islander","Male","Philippines"
186824,"White","Male","United-States"
162187,"White","Male","United-States"
98010,"White","Female","United-States"
172538,"White","Male","United-States"
80163,"White","Female","United-States"
43959,"White","Male","United-States"
162632,"White","Male","United-States"
115422,"White","Male","United-States"
100933,"White","Female","United-States"
270379,"Black","Female","United-States"
20109,"Amer-Indian-Eskimo","Female","United-States"
114758,"White","Male","United-States"
100345,"White","Male","United-States"
184901,"White","Male","United-States"
87239,"White","Male","United-States"
127363,"White","Female","United-States"
199720,"White","Male","Germany"
143058,"White","Male","United-States"
36489,"White","Male","United-States"
141698,"White","Male","United-States"
26358,"White","Female","United-States"
195532,"White","Female","United-States"
30039,"White","Male","United-States"
125159,"Black","Male","Jamaica"
246250,"White","Female","United-States"
77370,"White","Male","United-States"
355569,"White","Female","United-States"
180603,"White","Male","United-States"
201785,"White","Male","United-States"
256211,"Asian-Pac-Islander","Male","South"
146764,"White","Female","United-States"
211968,"White","Female","Iran"
200515,"White","Male","United-States"
52636,"White","Male","United-States"
27049,"White","Female","United-States"
111128,"White","Male","United-States"
348038,"White","Male","Puerto-Rico"
93930,"White","Male","United-States"
397831,"White","Male","United-States"
33794,"White","Male","United-States"
178215,"White","Female","United-States"
191910,"White","Male","United-States"
340110,"White","Male","United-States"
133694,"Black","Male","Jamaica"
148398,"Black","Female","United-States"
133515,"White","Female","United-States"
181667,"White","Male","Canada"
159715,"White","Male","United-States"
174040,"Black","Male","United-States"
117700,"White","Female","United-States"
37215,"White","Male","United-States"
46807,"White","Male","United-States"
317360,"White","Female","United-States"
425627,"White","Male","Mexico"
82623,"White","Male","United-States"
63574,"White","Male","United-States"
140854,"White","Male","United-States"
185061,"White","Male","United-States"
160118,"White","Female",""
282680,"White","Female","United-States"
137591,"White","Male","United-States"
198163,"White","Female","United-States"
132749,"White","Female","United-States"
31264,"White","Female","United-States"
399449,"White","Female","United-States"
27494,"Asian-Pac-Islander","Male","Taiwan"
368561,"White","Male","United-States"
102096,"White","Male",""
406078,"White","Female","United-States"
100506,"White","Male","United-States"
29658,"White","Male","United-States"
20469,"Asian-Pac-Islander","Female","South"
181953,"White","Male","United-States"
304175,"White","Male","United-States"
170070,"White","Female","United-States"
193416,"White","Female","United-States"
194908,"White","Female","United-States"
357962,"White","Male","United-States"
214716,"White","Female","United-States"
207578,"White","Male","United-States"
146409,"White","Female","United-States"
341643,"White","Male","United-States"
131631,"Black","Male","United-States"
88842,"White","Male","United-States"
128900,"Black","Female","United-States"
417136,"Black","Male","United-States"
336763,"White","Female","United-States"
209301,"White","Male","Canada"
120986,"Amer-Indian-Eskimo","Male","United-States"
51025,"White","Female","United-States"
218281,"White","Male","Mexico"
114994,"White","Male","United-States"
335481,"Black","Female","United-States"
174503,"White","Female","United-States"
230478,"White","Male","United-States"
149650,"White","Male","Iran"
149419,"White","Male","United-States"
341539,"White","Female","United-States"
185099,"White","Male","United-States"
132930,"White","Female","United-States"
128472,"White","Male","United-States"
124971,"White","Male","United-States"
344060,"White","Male","United-States"
286750,"Black","Male","United-States"
296999,"White","Female","United-States"
123681,"White","Male","United-States"
232024,"White","Male","United-States"
52267,"White","Male","United-States"
119182,"Black","Female","United-States"
191230,"White","Female","Yugoslavia"
23780,"White","Male","United-States"
184553,"White","Male","United-States"
242651,"White","Male","United-States"
246226,"White","Female","United-States"
86745,"Asian-Pac-Islander","Female","United-States"
106889,"White","Female","United-States"
460835,"White","Male","United-States"
213140,"White","Male","Italy"
37070,"White","Male","Canada"
93589,"Other","Male","United-States"
213258,"White","Male","United-States"
46814,"White","Male","United-States"
168873,"White","Female","United-States"
284737,"White","Male","United-States"
309620,"Other","Male",""
197418,"White","Female","United-States"
132737,"White","Male","United-States"
185041,"White","Male","United-States"
159604,"White","Female","United-States"
123557,"White","Male","United-States"
275421,"White","Female","United-States"
167147,"White","Male","United-States"
197583,"Black","Male","United-States"
175109,"White","Male","United-States"
117502,"White","Female","United-States"
180401,"White","Male","United-States"
146603,"White","Male","United-States"
143822,"White","Male","United-States"
51985,"White","Male","United-States"
48121,"White","Male","United-States"
234807,"White","Female","United-States"
65324,"White","Male","United-States"
302149,"Asian-Pac-Islander","Male","India"
168403,"White","Male","United-States"
159897,"Black","Female","United-States"
416338,"White","Male","United-States"
370615,"White","Female","United-States"
219371,"White","Female","Jamaica"
120970,"Black","Male","United-States"
22966,"White","Male","Canada"
34541,"White","Female","Canada"
191027,"White","Male","United-States"
107458,"White","Male","United-States"
121832,"White","Male","United-States"
233825,"White","Female","United-States"
73839,"White","Female","United-States"
109165,"White","Male","United-States"
103063,"White","Male","United-States"
29762,"White","Male","United-States"
111979,"White","Male","United-States"
150125,"Black","Female","United-States"
301853,"White","Male","United-States"
296738,"White","Female","United-States"
118001,"Black","Male","United-States"
149337,"White","Male","United-States"
