Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status
Acadia National Park,Vascular Plant,Acorales,Acoraceae,Acorus americanus,Sweetflag,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Alismatales,Alismataceae,Alisma triviale,Large Water Plantain,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Alismatales,Alismataceae,Sagittaria graminea,Grass-Leaved Arrowhead,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Alismatales,Alismataceae,Sagittaria latifolia,Common Arrrowhead,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Alismatales,Araceae,Arisaema triphyllum,Northern Jack-In-The-Pulpit,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Alismatales,Araceae,Calla palustris,Wild Calla,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Alismatales,Araceae,Lemna trisulca,Duckweed,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Alismatales,Araceae,Symplocarpus foetidus,Skunk Cabbage,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Alismatales,Hydrocharitaceae,Najas flexilis,Common Naiad,Approved,Present,Native,Uncommon,,Species of Concern
Acadia National Park,Vascular Plant,Alismatales,Hydrocharitaceae,Najas gracillima,Slender Water Nymph,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Alismatales,Hydrocharitaceae,Vallisneria americana,Tapegrass,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Alismatales,Juncaginaceae,Triglochin maritimum,Seaside Arrowgrass,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Alismatales,Juncaginaceae,Triglochin palustre,Northern Arrowgrass,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Alismatales,Potamogetonaceae,Potamogeton amplifolius,Bigleaf Pondweed,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Alismatales,Potamogetonaceae,Potamogeton bicupulatus,Hair-Like Pondweed,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Alismatales,Potamogetonaceae,Potamogeton confervoides,Alga Pondweed,Approved,Present,Native,Rare,,Species of Concern
Acadia National Park,Vascular Plant,Alismatales,Potamogetonaceae,Potamogeton epihydrus,Surface Pondweed,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Alismatales,Potamogetonaceae,Potamogeton gramineus,Pondweed,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Alismatales,Potamogetonaceae,Potamogeton natans,Floating Pondweed,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Alismatales,Potamogetonaceae,Potamogeton oakesianus,Oakes' Pondweed,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Alismatales,Potamogetonaceae,Potamogeton perfoliatus,Clasping-Leaved Pondweed,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Alismatales,Potamogetonaceae,Potamogeton pusillus var. gemmiparus,"Budding Pondweed, Small Pondweed",Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Alismatales,Potamogetonaceae,Potamogeton pusillus var. tenuissimus,Pondweed,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Alismatales,Potamogetonaceae,Potamogeton spirillus,Northern Snail-Seed Pondweed,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Alismatales,Potamogetonaceae,Potamogeton zosteriformis,Flatstem Pondweed,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Alismatales,Potamogetonaceae,Stuckenia pectinatus,Sago Pondweed,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Alismatales,Potamogetonaceae,Zannichellia palustris,Horned Pondweed,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Alismatales,Ruppiaceae,Ruppia maritima,Ditch-Grass,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Alismatales,Scheuchzeriaceae,Scheuchzeria palustris ssp. americana,Bog Arrowgrass,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Alismatales,Zosteraceae,Zostera marina var. stenophylla,Eel-Grass,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Apiales,Apiaceae,Aegopodium podagraria,Goutweed,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Apiales,Apiaceae,Angelica atropurpurea,Purple-Stem Angelica,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Apiales,Apiaceae,Angelica lucida,Seaside Angelica,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Apiales,Apiaceae,Carum carvi,Caraway,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Apiales,Apiaceae,Cicuta bulbifera,Bulb-Bearing Water Hemlock,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Apiales,Apiaceae,Cicuta maculata,Water Hemlock,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Apiales,Apiaceae,Conioselinum chinense,Hemlock Parsley,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Apiales,Apiaceae,Daucus carota,"Wild Carrot, Queen Anne's Lace",Approved,Present,Not Native,Common,,
Acadia National Park,Vascular Plant,Apiales,Apiaceae,Heracleum mantegazzianum,Giant Hogweed,Approved,Present,Not Native,Rare,,
Acadia National Park,Vascular Plant,Apiales,Apiaceae,Heracleum maximum,Cow Parsnip,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Apiales,Apiaceae,Ligusticum scothicum,Scotch Lovage,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Apiales,Apiaceae,Osmorhiza longistylis,Aniseroot,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Apiales,Apiaceae,Pastinaca sativa,Wild Parsnip,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Apiales,Apiaceae,Pimpinella saxifraga,Burnett Saxifrage,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Apiales,Apiaceae,Sanicula marilandica,"Black Snakeroot, Sanicle",Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Apiales,Apiaceae,Sium suave,Water Parsnip,Approved,Present,Native,Common,,Species of Concern
Acadia National Park,Vascular Plant,Apiales,Apiaceae,Zizia aurea,Golden Alexanders,Approved,Present,Native,Unknown,,
Acadia National Park,Vascular Plant,Apiales,Araliaceae,Aralia hispida,Bristly Sarsaparilla,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Apiales,Araliaceae,Aralia nudicaulis,Wild Sarsaparilla,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Apiales,Araliaceae,Aralia racemosa,Spikenard,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Apiales,Araliaceae,Aralia spinosa,Hercule's Club,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Apiales,Araliaceae,Hydrocotyle americana,Water Pennywort,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Aquifoliales,Aquifoliaceae,Ilex glabra,Inkberry,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Aquifoliales,Aquifoliaceae,Ilex verticillata,"Winterberry, Black Alder",Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Aquifoliales,Aquifoliaceae,Nemopanthus mucronatus,Mountain Holly,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Asparagales,Amaryllidaceae,Allium schoenoprasum var. sibiricum,Chives,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Asparagales,Asparagaceae,Asparagus officinalis,Asparagus,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Asparagales,Asparagaceae,Maianthemum canadense,Wild Lily-Of-The-Valley,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Asparagales,Asparagaceae,Maianthemum racemosum,False Solomon's Seal,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Asparagales,Asparagaceae,Maianthemum stellatum,Star-Flowered Solomon's Seal,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Asparagales,Asparagaceae,Maianthemum trifolium,"Bog Solomonplume, Three-Leaved Solomon's Seal",Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Asparagales,Asparagaceae,Polygonatum pubescens,Small Solomon's Seal,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Asparagales,Iridaceae,Iris pseudacorus,Iris,Approved,Present,Not Native,Rare,,
Acadia National Park,Vascular Plant,Asparagales,Iridaceae,Iris setosa var. canadensis,Beach-Head Iris,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Asparagales,Iridaceae,Iris versicolor,"Northern Blue Flag, Iris",Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Asparagales,Iridaceae,Sisyrinchium angustifolium,Common Blue-Eyed Grass,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Asparagales,Iridaceae,Sisyrinchium atlanticum,Eastern Blue-Eyed Grass,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Asparagales,Iridaceae,Sisyrinchium montanum var. crebrum,Strict Blue-Eyed Grass,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Asparagales,Iridaceae,Sisyrinchium mucronatum,Needle-Tip Blue-Eyed Grass,Approved,Present,Native,Unknown,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Arethusa bulbosa,"Arethusa, Swamp Pink",Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Calopogon tuberosus,Grass Pink,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Coeloglossum viride var. virescens,Frog Orchid,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Corallorrhiza maculata,Spotted Coralroot,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Corallorrhiza trifida,Early Coralroot,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Cypripedium acaule,"Common Lady's Slipper, Moccasin Flower",Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Cypripedium parviflorum,Small Yellow Lady's Slipper,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Cypripedium pubescens,Large Yellow Lady's Slipper,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Cypripedium reginae,Showy Lady's Slipper,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Epipactis helleborine,Helleborine,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Goodyera pubescens,Downy Rattlesnake Plantain,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Goodyera repens,Lesser Rattlesnake Plantain,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Goodyera tesselata,Checkered Rattlesnake Plantain,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Liparis loeselii,Loesel's Twayblade,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Listera auriculata,Auricled Twayblade,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Listera convallarioides,Broad-Lipped Twayblade,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Listera cordata,Heart-Leaved Twayblade,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Malaxis unifolia,Green Adder's Mouth,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Platanthera clavellata,Green Wood Orchis,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Platanthera dilatata,White Bog Orchis,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Platanthera grandiflora,Large Purple Fringed Orchis,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Platanthera hookeri,Hooker's Orchis,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Platanthera hyperborea,Northern Green Orchis,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Platanthera lacera,Green Fringed Orchis,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Platanthera obtusata,Blunt-Leaved Orchis,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Platanthera orbiculata var. macrophylla,Large Round-Leaved Orchis,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Platanthera orbiculata var. orbiculata,Round-Leaved Orchis,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Platanthera psycodes,Small Purple Fringed Orchis,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Pogonia ophioglossoides,Rose Pogonia,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Spiranthes cernua,Nodding Ladies' Tresses,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Spiranthes lacera var. gracilis,Slender Ladies Tresses,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Spiranthes ochroleuca,Nodding Ladies' Tresses,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Asparagales,Orchidaceae,Spiranthes romanzoffiana,Hooded Ladies' Tresses,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Asparagales,Xanthorrhoeaceae,Hemerocallis fulva,Orange Daylily,Approved,Present,Not Native,Unknown,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Achillea millefolium var. millefolium,"Yarrow, Milfoil",Approved,Present,Not Native,Common,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Achillea millefolium var. occidentalis,"Yarrow, Milfoil",Approved,Not Present (Historical Report),Not Native,,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Achillea ptarmica,Sneezeweed,Approved,Present,Not Native,Rare,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Ambrosia artemisiifolia,Common Ragweed,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Ambrosia artemisiifolia var. elatior,Common Ragweed,Approved,Present,Native,Unknown,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Ambrosia trifida,Great Ragweed,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Anaphalis margaritacea,Pearly Everlasting,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Antennaria howellii ssp. canadensis,Canada Pussytoes,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Antennaria howellii ssp. neodioica,Smaller Pussytoes,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Antennaria howellii ssp. petaloidea,Pussytoes,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Antennaria neglecta,Field Pussytoes,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Antennaria parlinii ssp. fallax,Pussytoes,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Antennaria parlinii ssp. parlinii,Smooth Pussytoes,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Antennaria plantaginifolia,Plantain-Leaved Pussytoes,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Anthemis cotula,"Mayweed, Stinking Chamomile",Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Anthemis tinctoria,Yellow Chamomile,Approved,Not Present (Historical Report),Not Native,,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Arctium lappa,Great Burdock,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Arctium minus,Common Burdock,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Arctium vulgare,Burdock,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Arnoseris minima,Lamb Succory,Approved,Present,Not Native,Rare,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Artemisia stelleriana,"Dusty Miler, Beach Wormwood",Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Artemisia vulgaris,Common Mugwort,Approved,Present,Not Native,Common,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Aster macrophyllus,Large-Leaved Aster,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Aster radula,Rough-Leaved Aster,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Bidens cernua,"Nodding Bur Marigold, Stick-Tight",Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Bidens connata,Purple Stem Beggar's Ticks,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Bidens frondosa,"Beggar Ticks, Stick-Tight",Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Bidens vulgata,Tall Beggar Ticks,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Centaurea cyanus,Batchelor's Buttons,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Asterales,Asteraceae,Centaurea jacea,Brown Knapweed,Approved,Present,Not Native,Uncommon,,
